feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
-678.983807314,64.4543047136,4.9564905357,12.8440394392,7.7148986777,-1.7459041543,0.0401243593,-4.1605159509,-9.0967802459,-2.344049252,-6.1820704754,-1.5002916873,-7.2613376119,-5.019389413,0.7952125633,-0.9734959852,-7.8170980493,-3.9352761981,-3.8891053664,-3.1041400085,2
-659.0861326504,57.6392674825,0.5090480816,7.3069828422,3.6309227324,-3.3221347988,-0.8597360097,-5.2567096955,-8.6756768756,-2.5002492628,-7.8762660206,-1.1004961896,-6.6889385062,-5.4174707503,0.3604842432,-2.7366148853,-9.1488373846,-2.8172991905,-5.2611658162,-2.3103088601,2
-679.6882814381,55.5056543157,-2.6556096956,8.7797421214,2.7999570246,-3.046921534,-2.8274781333,-5.4244981004,-9.4120397626,-5.5321031773,-8.7586324724,-1.6395680658,-8.6765543653,-5.8311107001,-0.5504888696,-4.7611094014,-10.7307864223,-5.0906338143,-5.6176458794,-2.7989864594,2
-667.2065058456,68.0398728892,-0.0102202308,9.78580521,4.7791092798,-0.5811776041,-0.5471818811,-8.1475620276,-7.7936299475,-3.752337069,-6.8921010511,0.8047969562,-9.2327012895,-5.9030608364,1.022476638,-2.189527571,-8.5393858663,-2.433787243,-3.1512916705,-0.4587854752,2
-676.6344096352,52.2610984045,3.6474672843,5.6648623159,0.4882370334,-3.2624709953,-4.299308387,-9.060876701,-9.3065777935,-4.6397333804,-11.1326328046,-1.0341142539,-9.6430296341,-6.474746063,-1.3101493871,-6.4679605382,-11.4581591006,-4.1068562035,-7.0212954731,-5.2085287013,2
-687.5754135437,49.525769802,10.2329407846,4.7920437955,3.5243445527,-2.0646277139,-0.0620483681,-11.0984431282,-6.6796823462,-4.1812174683,-5.5731462689,-3.0523825275,-7.5011193144,-1.3157383328,-4.2242429263,-4.8279671481,-5.3952121632,-4.4520109685,-8.1387294821,-3.7887819844,2
-709.101189002,43.1681393808,4.0367283081,9.2160593544,2.055124778,-6.6882893089,2.2763112328,-11.6125304471,-8.2959600617,-3.3897174457,-5.7404696215,-3.6226633853,-7.738396463,-1.1912835555,-3.7306110197,-5.2503272898,-5.7152368024,-4.1251908763,-6.4201759102,-2.8852461664,2
-701.8999042221,51.6673422792,1.9974529205,9.5179021182,4.3043071872,-6.8703675594,3.4147230635,-12.4140204475,-5.8098236704,-2.7040147622,-2.2544121233,-3.7902187165,-7.5047094072,0.8257633653,-2.2100674024,-5.8277633686,-6.0210513821,-4.4053273007,-4.1085063098,-5.2454965331,2
-710.6890950156,49.0899938327,8.4135038845,11.187223517,4.5093683425,-6.0964764355,1.8124070497,-9.6039384111,-7.7650459855,-2.6470422299,-4.0605408602,-3.3066366743,-6.3832994096,-0.4196798204,-2.1128482751,-4.9767457556,-5.7094641903,-3.695996812,-6.1139772503,-2.342265491,2
-694.6121070293,45.8729559794,4.7014078505,7.8386528173,2.1497318295,-6.6691412015,0.8333660298,-11.469126566,-7.5671874469,-3.4088520876,-3.8918907429,-4.0881528682,-5.5889842966,-0.6554828984,-2.8290096156,-4.9472188718,-6.7838359084,-3.4766364634,-6.4521767597,-4.062231807,2
-700.2428737966,45.057909808,9.5877103366,5.7210345113,4.4870672328,-3.2028895804,0.7326355973,-11.1150169971,-6.8286890276,-2.4679223706,-4.4331957919,-2.3971158087,-8.4687047275,-1.1883151439,-3.0408383756,-5.9822208229,-6.0648813722,-4.1816895484,-6.6448865889,-2.15213946,2
-694.9569666629,43.2983298602,8.1752708318,1.9944441794,3.8943394093,-4.4392894956,1.1120550074,-11.4953914919,-6.8227326299,-3.1837553353,-6.4088821665,-3.0503424921,-7.9073469714,-0.954310294,-2.2288886606,-3.5846538867,-6.0396201053,-4.1260964455,-6.8990947443,-3.1606607803,2
-683.1767635618,47.0443887766,12.0782127188,3.4880069767,5.2106147649,-3.4593046702,1.1705190805,-11.03146751,-7.7454102477,-3.1467899807,-5.6054142391,-3.0189905158,-6.7807780528,-1.1454457133,-2.7518816349,-4.6860928236,-5.2434568135,-4.1435232267,-7.4437759512,-4.0956044466,2
-533.549696464,56.9863687495,-7.1538025548,13.7342880504,1.6234218988,-11.9847525734,-4.665351022,-18.2927739356,-9.6647045777,-6.720482647,3.777491965,-1.6682038651,-6.8829706901,6.2012211057,-2.0914687563,1.0377188776,-0.7116287002,0.1713072578,-3.7147605858,-1.9144569158,2
-536.6639761662,44.4998620296,-1.9254726821,9.6723669139,2.0735303584,-11.8870589404,-0.5997907991,-19.4947227302,-8.4461911939,-3.009807694,-3.6884057713,-6.4102656869,-2.8891406534,-0.8982982593,-6.5405491333,0.7281748355,0.3836477401,-3.3295562047,0.184065777,0.4711479762,2
-575.8396552323,57.8014793828,-1.5659659398,9.593513114,6.3654684776,-4.379079928,-3.0748515692,-11.1904677529,-1.7158032168,-0.3667391191,-4.1240273153,-3.6897124072,-1.0394022566,0.9967365812,-3.2941873641,1.8738620402,-0.9711056265,-2.6442824184,-0.9140432543,-1.3983403283,2
-560.7318876672,58.3145024259,-5.495310111,4.4742294696,8.8464548309,-6.9267800916,-10.2368823244,-19.4891708506,-7.4367416217,0.6849412765,-2.0862878627,-3.413315424,-1.0740360514,3.328629126,-1.4325726335,5.4161809251,-2.4723713518,-4.6140626358,-1.0922202221,-3.492223265,2
-567.1021859157,55.4361736157,0.5309414276,8.8118324579,5.8016591791,-8.2869778593,-2.9151926578,-14.8006402511,-6.8229773579,-1.3673245768,-4.4972632327,-5.6117773462,-4.1558686277,1.148326161,-3.3730661114,0.5463136906,-3.6099939678,-5.221711486,-0.4138451986,-2.3569752864,2
-537.8194678663,49.059489733,2.0089551767,6.1308256822,4.1853479422,-14.2005921958,-5.031727677,-15.5323200435,-7.0504504355,-1.378792222,-5.0100001167,-6.7004880383,-1.6632627859,-2.8396453056,-4.442069465,0.0173790458,-0.76470244,-2.4020727866,-2.2330786055,0.1596318398,2
-611.6090893088,61.3502939798,8.6702908334,9.0983335195,8.8318020183,-0.3630218228,-0.7506894022,-9.1091879347,-2.9315206481,-1.3961512409,-2.9331378962,-4.990131769,-4.8822051778,1.0524890717,-1.8800749143,-2.8956734367,-2.1161494884,-3.4099037867,-2.0875692448,-2.0181047618,2
-554.9366979202,56.2967518789,-0.9742178965,-0.41758423,4.079261835,-4.8690480001,-8.9190821916,-17.5078002554,-9.3681409302,-0.3610092192,0.3802596852,-1.9598775264,-4.4136025004,-0.2617729671,-1.6666647224,-1.1490775559,-3.2804204435,-5.000730209,-4.7526510326,-1.7889853251,2
-774.4879644196,32.6334481874,4.3848067789,8.5665764264,-2.2731488303,-6.1317009392,-5.3542475016,-7.2816577551,-5.1770883915,-5.7660813571,-3.9209446955,-6.4562026968,-7.002353494,-1.1458995576,-5.849799283,-2.1272395851,-5.1121367676,-1.5048340605,-6.5844486954,-1.6946524421,2
-718.2457495284,25.5109300111,5.654005096,7.3167835001,-5.8220554493,-4.5812042922,-6.9669554513,-9.7585857571,-4.5419722168,-6.7814777898,-5.2971531131,-7.1631726357,-6.1744916914,-3.9965071382,-5.0503659449,-4.0737610907,-4.9098381962,-3.6452592312,-7.4547546514,-1.7074160804,2
-783.9457227583,42.4529479402,7.8496617237,4.9875420894,-4.7824595574,-1.1533709356,-5.9468564962,-8.1893836005,-4.4099310324,-2.1311792272,-2.6886570284,-2.965760957,-5.1388768518,-0.9318912139,-4.842027337,-3.1497368165,-3.5916784601,-1.8133176742,-6.8207155572,-0.5087317583,2
-733.7709393661,32.4302782211,5.0194454524,8.0756242869,-4.1285497448,-6.5047673772,-4.7137301115,-11.7620399919,-4.2698619046,-7.1983106901,-4.9402204228,-8.3767857351,-6.8333407281,-4.2935949733,-6.218695753,-3.1751375762,-3.6061921827,-2.9559698734,-7.377327072,-0.5634843447,2
-779.9144351093,40.8813169666,7.7010108098,6.9359674021,-3.6731800109,-4.9872621697,-3.9401833287,-7.2336085673,-3.9174427157,-1.9728813106,-2.0136528908,-4.9136678943,-5.3696622411,-0.9125610213,-7.0063383682,-2.3244937429,-4.7036263278,-2.4497361872,-6.3687120387,-1.7469258738,2
-747.4312130053,37.8241052678,7.2582640114,7.3369654632,-5.4847774537,-4.7093938746,-6.4074156458,-10.7459009625,-1.8737314313,-5.5916657481,-4.7675656402,-3.7695440919,-6.608579162,-1.8560373419,-7.0155889363,-4.3923960848,-5.7060259854,-2.828822872,-8.1165740862,-1.2082355508,2
-783.3266043917,40.0630039835,4.8126762198,11.0285168272,-2.9099338286,-4.0365882781,-5.0133262403,-6.9227064648,-4.7643847594,-6.1188402175,-3.6065277135,-5.0728543596,-6.6127492173,-1.0985356271,-6.5507194181,-4.1310698507,-5.0274487365,-1.8935541943,-6.4416564066,-1.8803043682,2
-715.9412745989,38.8358021553,1.1628978164,6.1356557427,-5.1615078968,-9.4845151161,-7.821827558,-8.9794462289,-4.9386082489,-5.8824001314,-4.5701524968,-5.4269954285,-6.8857422268,-2.4430083471,-4.8646455351,-4.5897226133,-3.5498794393,0.5286309433,-4.6726501117,2.9567273274,2
-622.8715353665,58.0992349639,1.0843061961,9.0246881859,6.2387418505,-6.9786783322,-9.5660643661,-6.2626521471,-4.4548554075,-0.0295021824,-9.0787710821,-7.5685908239,-1.4040174498,-3.9896412381,-5.0447591068,-2.1435104461,-6.2471940493,-0.2811278905,-5.1426336929,-3.6553242201,2
-674.3773085256,48.1238972482,6.0866530915,6.8526708981,-0.2418513112,-8.7686673425,-14.0029873274,-5.7879117475,-7.206554366,-0.8125377969,-8.2108779963,-7.5207634855,-0.5307861241,-5.6388541311,-5.3998266489,-2.5016441987,-7.0210147198,-2.2428774703,-6.5196104398,-4.2307149176,2
-653.7446671417,55.9199697821,7.4717641881,10.2365939931,3.8833940237,-10.021111255,-9.734976785,-3.8949036273,-4.5959027646,-3.648575541,-8.4071965298,-4.299447422,-2.1718391695,-3.672971558,-2.2625553299,-4.2158932501,-6.455010249,-1.8232951901,-7.435091055,-2.5729555932,2
-644.0919658261,43.33734007,7.0174934333,9.951418653,2.0998648589,-7.4448040335,-11.2060261705,-8.1478601111,-3.9770261102,-2.0537212118,-7.7673103273,-4.9374509335,-2.1748754043,-5.27230657,-5.476290052,-3.8960136311,-4.7853421309,-1.8856770701,-6.8774422265,-4.1402785783,2
-709.7186679381,57.2415304534,3.6106125489,8.0399658768,0.1772775065,-5.1492796034,-11.2937489084,-5.0514370237,-3.0434072946,-1.7159147885,-7.95535702,-4.8903050109,-2.4341228721,-4.4097434283,-4.0420633406,-2.8381669643,-7.354380263,-2.2738435878,-5.3679823058,-3.0338108617,2
-671.8010033497,50.99707368,6.5893187753,5.006656227,1.668078959,-8.3017065767,-15.4204000391,-5.2861516269,-7.4671827661,-2.0407021834,-7.0638594513,-5.307865657,-0.5688135389,-5.4066697132,-4.2833840906,-2.2338736593,-6.3974152444,-2.3499134071,-6.3576733579,-3.5466997952,2
-673.1567666568,44.577488046,9.5399134432,9.6082018034,2.4440355734,-9.3143586333,-12.4464819004,-6.2404285,-6.9985682741,-2.5600543487,-8.6841017762,-4.9638270545,-0.5309679077,-6.4011285817,-5.0959977301,-2.5133737832,-6.1230017134,-0.6133240873,-5.4058182539,-4.2357356732,2
-647.9891005851,50.1441659901,1.6872690693,6.4372165705,-1.030017018,-6.9673313244,-10.5462952506,-6.6509681145,-2.9564023301,-2.8491936727,-7.646854561,-4.9927042867,-2.7527338475,-4.2640968897,-2.8093501798,-3.5790021485,-5.555834486,-1.1583520152,-5.5151837537,-3.5008228155,2
-747.3653794162,73.4302229945,24.0997894931,26.174870041,15.2879110265,14.1653059389,1.7465473525,0.9523327667,-3.9002623761,2.4509092015,4.4448984901,1.9113214631,-0.1070219428,3.6294350741,-1.5413399268,4.7000753437,-0.123695294,-0.087209408,0.6694250329,2.7786438248,2
-762.2890015648,67.9814924787,25.6832382344,25.5914491824,12.6134597397,16.8891440876,2.4241488064,0.6206001361,-0.017158497,1.6247952813,3.7835703908,1.0642288066,-0.988472904,1.7729329809,-1.4345064883,6.3741266367,1.0563571665,-0.1722254398,-0.1970182225,4.8247285703,2
-707.2574109694,67.9738275209,20.0039452458,26.4695115836,14.3367000631,14.070649255,-0.6835917695,-1.2189550058,-7.8637088016,-0.7998022529,0.6486568481,-2.9466237437,1.6783508434,3.148465995,-0.3260911516,8.5249629167,1.6985589462,-6.6366810413,0.417619644,5.5928715985,2
-755.4459434318,63.8994057201,25.4574592395,30.7271389965,13.5505166205,16.0326986003,3.7973420852,-0.0620046664,-0.3706021535,4.2008218023,7.6933555579,2.4126235578,0.3744517382,2.9080313494,-0.6246964847,5.103000218,0.5668572006,1.4630374837,-0.6133433848,6.6151797691,2
-675.1146205164,69.9612483521,14.8651647356,19.5629230503,9.6534068313,11.0763067567,-1.8653328543,-4.5485818681,-7.2912508849,-5.8903617394,1.7391961782,-7.2004067255,-1.7222876059,1.966946498,-1.8735941264,10.4862628879,1.3566846468,-4.5976194213,-0.7190816967,6.7640656204,2
-742.0227371016,62.6594126631,22.4377876215,28.4342741299,13.1766791276,12.8343072211,5.3033255396,0.9233376524,-7.0486309934,2.7315629586,4.0917069701,-1.9144659035,2.1618023246,3.0365466728,-0.5184620994,5.0232939737,-0.1703067771,0.0941351252,2.6306985202,3.4088914069,2
-688.5644336829,67.7161256787,18.11943235,24.3063580149,14.9004386181,13.8232714682,2.8172469025,2.2734976063,-2.6055868472,2.3101770186,1.0968694898,-2.0819632608,0.9728285965,2.891659123,-0.8537785049,8.7358000387,-1.0142948427,0.8779109352,0.6401421102,5.1936303793,2
-702.6954601305,62.4928861645,16.4189700242,23.2569734402,13.5723239713,13.0278908562,1.0140506401,-4.4488153653,-3.8051666985,4.6879016021,4.665647597,-1.7528000587,0.0649091806,1.5000645749,-4.5300126016,6.0940300512,0.6925439095,-1.375883696,-0.7177143735,6.4656852568,2
-639.3766404099,65.4187463616,7.2288253577,11.20080482,7.8531805071,1.325035927,-10.3714551031,-5.8123361015,-0.3088456108,-6.9821546027,2.1400524564,-1.3941260042,-6.0751194098,1.3073606515,-6.7113580818,0.0341148192,-2.636687302,-3.1619085925,-1.7729297304,-1.5214819733,2
-549.86692633,56.0405963656,-0.5657398803,4.8955945408,5.2163747472,2.555856622,-15.4296856395,-6.2727601261,-1.0452925424,-9.8142408959,2.5373914191,-1.1228598224,-9.9487573625,2.7170004329,-8.5881908894,0.363308746,-2.7061006397,-4.274951187,-2.6688468889,-0.6176791302,2
-553.6556696896,81.9005041748,-13.9311865323,3.9877249224,0.5209750406,-2.9287560823,-17.930138646,-8.6374367901,-0.8435626006,-13.1919295916,9.5286730011,2.3481646283,-9.7861094583,4.9372821656,-8.2393985217,0.0128813824,-0.5905468474,-2.3269717758,-2.4644330563,0.3919199353,2
-529.351239034,64.5998170059,-3.6601855843,7.2373161682,7.0541246962,2.699024818,-14.2713896604,-5.1882033175,-0.7809869167,-9.2379898807,8.1055327787,1.7740676321,-8.3408917367,7.1208667702,-6.4880469115,3.5937575215,-0.9721982291,-1.4748160731,-0.3011877479,-0.122970382,2
-634.5648591559,72.2119892285,-0.1788999147,8.431956009,11.4468171487,1.062466699,-19.8472297871,-2.1495717278,0.405616692,-10.6707817387,4.9297314243,-3.0299042866,-6.6513855379,0.7782014816,-6.3943396611,0.5278594151,-3.6911434826,-0.4382717529,-3.7752181963,-1.320553596,2
-627.55430684,61.9036737243,1.0118419359,9.8048600158,5.912065005,-1.563810848,-11.4564707604,-6.9576841158,-0.8615976259,-6.6486077037,1.4261632307,-1.8759668783,-7.6705058095,1.6743754752,-8.0390462159,-2.1527210309,-3.2116330989,-4.0085462104,-1.2048584088,-2.4673697611,2
-527.5812712291,62.2990874903,-10.8054569566,6.231912472,6.4631616703,-1.8249242222,-12.1756490491,-11.5893765193,-4.4418603504,-7.5326596108,2.2381313823,-0.5989061511,-6.8115636537,1.9815756862,-7.9990794242,1.6029486525,-1.2032184823,-3.2794242821,-0.7792699521,0.9969900183,2
-531.8483258675,62.0571037116,-2.9691583445,6.0957295929,4.0589744214,3.4551698674,-15.260867633,-8.6614907693,0.5905319169,-8.5773193192,7.016099657,-0.4472668245,-10.5060329382,6.6172965704,-9.0212035452,2.9504810376,-1.0754840889,-1.9398522758,-2.7184541172,0.3210944883,2
-777.2785395783,70.569362047,13.613924397,25.203658446,6.8313254211,4.4705108501,2.5361080655,0.786082758,2.641664463,5.5718120621,0.8849102966,8.2122463432,-2.1924806098,1.8284770049,0.4880713633,6.0435449775,-3.8624947511,3.4049862613,-0.2545424634,3.1839390348,2
-793.900654233,61.8776793269,15.38823227,22.7989381804,8.8661060523,6.5605154251,1.0649270577,0.6046260615,2.5754338439,8.3011423059,5.1468622892,6.784606024,-0.6599404335,3.6503710724,0.4392123723,3.7905646265,-1.6165918378,3.8109423372,0.3052613415,2.7716310315,2
-711.4687994983,67.7038584073,12.3441281068,16.3535588179,0.862248087,5.2885570649,-2.2076098689,-2.1935844804,-3.082227856,4.4470924597,3.1693748046,3.0722138661,-2.1264782459,0.4982346497,-1.6667275596,4.7042162368,-4.5965445633,2.7275247844,0.0668173943,2.0111808036,2
-782.2299594536,63.6560938622,19.7013061537,26.1983518713,8.9744172994,5.0819314221,1.6329269632,-1.9187195174,-0.1362034245,10.5646242214,2.806652815,6.6583052534,-1.5805951037,1.2352732791,0.8516388256,5.5751637355,-4.0986946059,3.540935085,-0.3457381925,2.2060143802,2
-732.9673881213,69.9913192172,8.1788895039,21.753798105,7.3171672938,4.8658868918,-0.4190849472,1.8251868238,1.089959495,5.2264215504,3.5593413477,7.0372030535,-2.6364812335,3.1470358161,-0.546545634,3.8608823181,-2.7135385262,3.0656802008,-0.6569581736,3.7012683556,2
-741.6846993208,76.7026866781,9.6909172899,20.6532273625,6.8506334994,2.5845928745,-0.5062237539,0.4069362596,0.4298944343,3.7837879633,2.3197375527,5.3982693179,-1.1118968587,0.2233296737,0.7021425793,4.6276433427,-3.9489058064,2.0014597944,1.1044706685,1.4612156484,2
-761.9250179629,66.3532215838,16.6735860185,25.1571945079,4.0562590491,2.9691488327,0.2367976975,0.9444479693,-1.4712753427,9.5845979384,1.860429197,6.1348019749,-2.4286660031,-1.4803020939,0.1418643395,5.1280089009,-6.3830290278,5.23175719,-1.4226920401,0.937008344,2
-750.5458578056,73.6960706843,12.554902092,21.8858560752,4.4754154201,5.4220604869,0.3314830898,-1.5440560136,-2.7959584891,6.4139954233,2.9869318673,4.9340234198,-1.0912729744,1.5420803797,-0.2762575422,3.3306970265,-4.6199941142,2.8390636035,-0.1239115403,2.3778137706,2
-725.0967804592,65.2557741464,0.8355050722,10.4360884723,9.173495494,1.8564796077,0.9119877366,-3.0731236327,-8.5986662407,0.9272360903,1.3864004074,-0.8716835435,3.308199529,3.1621781915,-3.8143568126,4.192868358,-1.9999132325,-2.3409712723,0.8745389034,1.8592420363,2
-738.2346096345,75.9683981227,5.2195901507,12.2686751108,11.7649585055,4.9603807646,0.1189552886,-1.7276674291,-3.4312077585,-1.0027086296,0.3010270197,-3.9640502866,4.6282375,6.2512285849,-5.46735253,3.025079783,-1.2797101446,-3.6291540867,0.9268820385,0.490381544,2
-710.5092881853,60.0667840371,2.0666475271,11.4534656895,10.5414059868,3.5720272797,0.778635973,-4.6331655094,-8.361575504,1.7588118432,3.3461907227,-0.6657735205,2.8153388743,4.1079391102,-5.5271358384,5.2432517116,-1.479405772,-2.9948369067,1.2043068776,1.7391490805,2
-722.0283831243,71.6060432583,2.2811208608,7.7766764292,11.8181069238,5.7470012411,-0.417809705,-2.3306429754,-7.1591920509,-0.748645934,3.2620384125,-0.8126996166,1.2607978768,3.6515947411,-5.7293268673,3.0263804678,-2.6339475187,-2.4647592842,-1.8898928969,1.5284924195,2
-731.9829765538,65.1654932231,8.4675331758,12.8108727367,9.4022578277,4.2513553568,0.6064725088,-4.5370717336,-6.6061358093,2.3653369973,0.7155259741,-0.7973674445,2.5630321594,6.994167285,-6.0520808505,6.2006592312,-0.0705927198,-2.5766424806,3.2912296239,0.9771677827,2
-728.0230954026,68.0441001409,13.9028634113,12.7460815806,11.8898338693,6.285632384,1.784457277,-2.6439690777,-5.5318687338,2.2597432478,1.4959741791,-2.6947893677,2.6662835158,6.5298179788,-4.6850265659,5.4029466304,-1.3343128224,-1.6167022347,1.7001494417,1.2541784114,2
-733.5624004733,83.5847768784,8.8785703712,15.8317586221,14.2659254439,5.8674481883,-0.093034668,-3.6644146973,-4.7305647746,0.5429406892,0.7732471396,-3.5339479921,5.3618644309,5.4484690345,-4.2344706697,5.0296263763,-1.3260546064,-2.3825363862,0.6921247239,1.5032667174,2
-740.9317433574,70.328976731,7.3240824702,12.2741855505,13.1404799079,6.4337873104,-0.6932138517,-3.0938934883,-6.2481078112,2.2198325057,3.7114574798,-0.2844059076,1.5798760123,4.372778495,-4.530918638,2.1574836288,-1.5091209517,-1.9272471975,0.2108881245,1.5011141884,2
-666.8887964189,51.6942564047,-10.5670062345,2.8377471308,-7.9527376975,-4.7151962586,-9.1543063443,-13.1874051878,-10.2070804341,-4.853911374,-3.2425039172,-8.4148005887,-8.7787125437,-0.7504707765,-7.1843133776,-3.274735147,-5.220712071,-1.6820776334,-6.6143530391,1.4473241559,2
-666.278757777,57.3508278865,-17.7615748988,4.4598742118,-6.395277943,-6.5613430431,-8.9708690612,-12.4907481213,-9.8803315329,-3.5147087446,-3.7324359176,-6.1860372961,-8.8816971851,2.6931796669,-7.3408806159,-2.2141789017,-5.6147970142,-1.306189305,-6.5743576787,-0.1915007878,2
-671.0177365798,50.0491457879,-6.243218349,2.4799764195,-9.2507712965,-5.5881930172,-13.454090973,-14.6460486675,-10.0527375845,-4.9694049554,-7.1932424152,-10.6986621924,-8.01035833,-1.6717557924,-11.0296489746,-3.6298935448,-4.9141923181,-5.3443065286,-9.1636562295,-1.346891773,2
-644.8807711963,63.6720835612,-17.9474346197,2.7369354943,-4.5737159806,-6.1061279508,-11.7499398626,-20.8211133533,-12.2848352415,-3.8048042696,-5.0922973784,-8.2408235394,-7.0141604712,2.7772751463,-5.9049217555,-2.6185238803,-4.6428369026,-3.1738618058,-10.372611393,-1.2219090793,2
-661.9806362862,52.7677543477,-10.2181782574,3.881074851,-8.9334005175,-7.6596833229,-8.1647564856,-13.4611675359,-11.9478711897,-5.230044511,-4.0793962409,-6.8554222307,-7.9738871744,1.1486001213,-6.9621178087,-4.1885628433,-5.9562216201,-2.2458398572,-7.0387106618,0.0199261374,2
-662.5032555446,56.6798520732,-11.4473041897,-0.5983229773,-6.7764985635,-5.2985937196,-9.8625228992,-19.9641340073,-11.4652560985,-3.4151274539,-6.3668101506,-6.3627854231,-9.4000706787,-0.1671325098,-4.1184934221,-2.0302467707,-5.8506651126,-2.5661018756,-8.6748483939,-2.0723565304,2
-653.2099155344,53.0925948665,-5.8164556221,6.7177570085,-7.2250219531,-4.5482693218,-6.842694997,-13.156585864,-9.6433966083,-4.9857384077,-2.9398607544,-5.6402679468,-4.9275509567,-0.0207994694,-6.8506837449,-2.7144614554,-4.4024389489,-2.669420173,-7.7588380321,0.6226010681,2
-618.7953849335,57.5819881093,-14.6308169661,4.478867796,-8.1956722144,-4.8354116291,-10.2658337082,-19.5862369117,-8.4071044028,-2.4934287181,-5.5681811541,-6.1272309999,-7.2079470028,3.19247925,-5.292883639,1.4971191312,-2.6548444071,-1.5770856496,-8.4938576226,0.3285358173,2
-706.7881252539,67.3298381267,3.2324690612,9.7916745776,10.5790318797,1.841858183,-3.8449998351,-4.5216470006,-7.4030960203,-6.498990198,1.1576293713,-1.1043352306,-1.4111140699,-1.1879392774,-4.193671674,2.6308636117,-3.8499393598,-2.7395030863,-1.8283383737,0.5629583938,2
-733.4122470394,64.0956305069,3.8397071059,14.3295890167,9.2826725918,2.7596984385,-2.5137231664,-3.0438443679,-8.3477962,-6.6348323827,1.0009350524,-1.994398177,-0.7169188192,-0.6305640957,-3.5026041225,4.0247538869,-4.6076186117,-1.7441824685,-1.4137492131,0.0500978315,2
-688.5498754244,66.1855511657,-2.8008285698,13.3129659119,7.8412073255,2.939717504,-2.9149349888,-7.792444382,-9.2578428815,-5.9522955142,3.0630198885,0.3881891627,-0.738963297,-2.9758581441,-3.8964310705,3.0262295408,-4.9060157769,-1.7346211594,-3.025889982,2.6781428296,2
-738.4586258995,71.5536793083,4.8632500933,12.7907137224,9.9222464493,2.5535265021,-3.4411488846,-2.7581570276,-5.522646662,-5.5939655222,0.8640542437,1.1280924394,-0.5139327819,-1.9061022409,-2.7199575484,2.824681059,-2.7363712704,-0.3618421124,-3.8762813945,4.1793285526,2
-704.8797916612,66.4867083987,1.4544251684,12.8932676008,6.9760636674,3.0260565707,-0.4469762938,-3.9327388235,-7.7016195553,-6.2470611134,1.4130798405,-0.8734273159,0.6338546666,-1.8615633238,-2.5586175015,3.9478653063,-6.2022669577,-2.8707927597,-2.2602607692,1.6701987498,2
-695.7921105877,67.7648365539,0.6092057887,10.3203075693,8.3130580153,0.581388267,-3.4118551421,-6.1257008245,-6.9707059101,-6.6943497758,1.8908286051,-0.257349614,-1.5347542032,-3.1468932674,-3.0421299513,1.7865144603,-4.7783925916,-1.4612795446,-3.1491666301,2.3757037873,2
-709.1721690029,70.1047107186,5.6133361052,11.5844964446,6.1574079203,6.280428538,-3.2776336039,-4.8836379119,-7.1158749071,-6.5233693341,1.4613169314,1.823113786,0.9159846922,-2.2836661768,-1.4398370757,3.075409567,-5.5538930165,-0.6436792997,-3.9532998983,2.3137333548,2
-700.5732567555,69.7284831926,1.7542119636,12.5826306527,9.3315966152,2.2660541022,0.0678119447,-4.6645327334,-7.5596313873,-5.5139336761,0.2550286968,-0.8380851729,0.3631898008,-0.7462932074,-3.1086810644,4.3490804683,-5.0846084826,-2.0415021755,-2.175665537,1.7653394637,2
-722.99761199,56.0865631956,-5.4845254289,8.4021421302,6.9970795679,-5.9684902749,-17.461163573,-12.7584616885,-4.4331752288,2.9717701496,-6.074982722,-5.4942115364,-8.1245054513,-0.2967533404,-5.1922669655,-0.8878242683,-6.2724887742,-4.2052868128,-3.5021419906,-3.3387700798,2
-711.2080272506,57.0790816277,2.1588801915,0.9278657745,1.1640535163,-6.8734774136,-17.7036939125,-15.7251122713,-7.3083063889,0.6888710295,-8.7757461795,-6.6136980334,-8.8281829871,-4.773247962,-8.1482095472,-4.3747767407,-6.7860243088,-4.1844540244,-7.450964767,-7.1744578832,2
-703.3211210334,55.6593158368,-9.9442162308,11.7322638328,5.509210968,-8.8446446664,-15.5601313874,-10.0056416305,-2.8432441522,1.1252180652,-6.823120169,-1.1556911659,-7.8312890473,-1.3893936763,-4.8463758796,-0.9303620984,-7.4652965715,-5.0334617328,-4.306776339,-3.53471998,2
-682.9601745106,64.1885983395,-7.5671914013,2.2304083703,4.8120889778,-7.9898109728,-21.7791895375,-12.3481778705,-2.8047817563,4.0569544812,-8.7477106366,-5.2859988596,-2.8609218269,-4.5840841972,-6.3521268649,-0.4990777491,-5.4471491386,-2.6496431966,-4.8465389881,-4.6895762167,2
-702.2256517631,66.7536018503,-3.6038328894,5.0311234966,4.3283019813,-3.7895099491,-18.7741586385,-12.4268235872,-6.3557592427,5.7808139777,-4.8858744995,-4.7482271819,-6.4305931285,-1.5091159367,-6.6458418644,-0.4233578112,-2.4440480095,-1.9622968226,-3.9159888027,-2.5399118024,2
-731.5651582938,64.2111665085,1.2769370113,2.7506626206,1.309557455,-4.4734789195,-13.0414913764,-9.5986650491,-7.2905844034,1.5962479693,-2.9169934244,-3.7630899613,-10.4170898992,-0.1992618845,-4.8675895005,-2.9460594522,-6.8635386697,-2.0080285346,-3.1343278682,-3.554847935,2
