feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,label
-522.7284005462,33.4232237363,-10.3257245201,-3.5243908597,-3.6400427367,-7.0737619331,-11.1515110864,-3.85857336,-13.5854764101,-6.8778937797,-2.627146435,-5.4471442909,-5.7760867719,-4.8102235256,-9.6202162835,-0.7999951581,-6.025740126,-5.8868113844,-4.2889395524,-3.6456234022,-5.7730434275,-2.3841883133,-0.7254366904,0.5272237589,-1.4572313944,2.8887011778,0.9941126396,0.0404304778,2.1392411091,2.7830147703,0.1425252144,3.088217012,-0.569058765,0.7200575461,-0.2976907543,2.430203364,0.9013415142,0.2454315415,-2.755991714,-0.1581284821,-1.5975866346,0.5188337062,-1.7001307335,0.0646194173,-0.5612611632,0.7516627458,-0.6331310328,0.4570861354,-0.3632944314,-0.2080970428,3
-608.601890616,43.733532785,-6.1820705818,2.631103208,5.6929372542,-4.2477909124,-6.7782109931,-6.6717066301,-12.4551874583,-5.042577017,-2.3928159824,-4.2819086234,-4.613174481,-2.1185161449,-7.5316716786,2.3262056035,-5.5560398279,-4.5875448307,-3.9545673284,-2.6038913637,-6.2676081347,-4.2738976436,-4.0513578231,-2.550250102,-5.1632262264,-2.4048265842,-3.5616360682,-4.6889073523,-2.9354320832,-2.2505060209,-4.3053994602,-1.1335504403,-0.8293416655,2.0319722021,1.4777841683,5.7396945957,3.4938904717,5.150072276,1.6450928605,2.7629613088,1.3157237488,4.2139908622,0.8953046397,2.6198932815,0.9832195937,0.3081866928,0.3115616228,0.9703925818,-0.429028917,0.6805124124,3
-638.8893769625,47.7074738762,-7.0805518211,2.506760131,6.3756537686,-5.0659398041,-5.6092460905,-6.2663099693,-11.2376222471,-6.5929836439,-2.9598178273,-3.5844913888,-4.9431040047,-2.9255559284,-7.1871091677,0.9027012864,-4.3982857248,-5.271005135,-5.537808831,-2.4284783017,-6.8207391276,-3.6411157322,-3.1400574055,-3.7609545801,-2.6878541289,0.8738144141,0.4066688179,0.0480761631,2.3708444576,0.5650568133,0.8890217718,3.4421355441,1.1205692443,1.5467288035,-0.6695543893,0.4458964443,-1.5672216728,2.1907771886,0.0893128307,1.4568614845,1.6608860331,2.1369759932,0.6893262888,1.1140798158,-1.8637387789,-0.2991822202,-0.0630783782,0.4273015116,-0.4212940003,0.91855887,3
-534.7708872405,39.6026558677,-22.1464692201,3.4551673991,-4.4895727846,-11.8941859903,-10.6505459129,-14.4927553984,-6.7653245444,-1.0926106445,-12.1058693997,-3.009353863,-8.9527128471,-4.6852578629,-2.5780776169,-9.5918449083,-3.5665657036,-3.5319135757,-5.1178699918,-1.2345848153,1.7331799595,-0.09303044,-2.1748042578,2.3726665432,1.1028242897,2.7378464931,1.2835923727,3.8832641406,0.6147125549,0.5403713403,0.2895756507,2.9011136902,4.0408724823,5.2206477173,0.9931240364,2.8545775299,1.6328530757,1.4519186446,1.2211172807,2.8462666296,1.5977785814,1.4555605623,-0.6824010523,0.3288307251,-2.1805358594,-0.0816599584,-0.8379503931,0.6941957276,-0.8656768576,-1.2530254485,3
-608.7863114517,47.243556497,-17.6863344934,10.9296941846,-3.7103695902,-7.9482467356,-3.012825192,-12.0346368412,-5.444925194,-2.4189467052,-7.6069973394,-1.3300854828,-7.4702549937,-1.9219758999,-2.5453353005,-5.4835931939,-2.7961000574,-0.7742709426,-2.961781578,0.2618887647,0.44276431,-2.4666979664,-2.6863921851,-0.6416325231,-2.6425912434,-1.2799177736,-4.2481296354,1.140347277,-0.0248087645,4.0371287298,1.3024934652,1.4710854944,1.7881192622,4.9908251138,3.4826941779,3.5285478741,1.0440894655,0.4721563662,1.0451641522,0.7739949789,-0.9376742035,1.2643633606,-0.5210870031,-0.3083476301,-3.3768758088,0.1267657991,-0.832835998,-0.5103591667,-2.9613083675,-0.9940020472,3
-591.6532066471,46.1216268184,-21.3221780785,7.6260482779,-4.4491478481,-7.4110157075,-3.1913040598,-12.3106446242,-6.5304962619,-1.8587635747,-6.4888865597,-1.6460687873,-8.4291592662,-2.6430746673,-3.5118552664,-5.078823871,-2.6377392129,-1.4301201443,-3.1564303572,-0.7637593347,0.212693255,-2.7786765233,-2.4162993449,-0.6288584212,-1.4223178107,0.9042272017,-2.0511548693,2.3889547862,0.1705403516,4.2157732255,-0.1855651558,-0.1797985817,-0.0604943611,3.8037995281,3.0410339325,3.1636993129,-1.3162513606,-1.4382558784,0.5955553281,1.8958004209,-0.1929128338,0.2698432379,-1.3248589174,0.1866775997,-2.7721948138,-0.2939863489,-1.9862481358,-2.0100556056,-2.3786539995,-0.2766219092,3
-599.709333976,44.4579595603,-20.6093112427,4.7701058745,-6.2546131684,-7.4028345897,-7.2521817391,-14.5087977659,-7.4523030634,-1.8260048435,-9.2041435599,-2.1831475294,-9.2140420187,-3.691184827,-2.9630878441,-7.2820320905,-3.1191279426,-3.2734833986,-5.2177877347,-1.0317946072,0.4411945699,-2.1018251489,-2.2488085749,-0.1344169634,-1.5250538784,1.6862188414,0.1970573706,4.3230488795,0.923715192,2.6166759221,-0.6202774324,-0.9276640457,-0.2814873962,3.2096981066,3.3702364481,5.6881728099,2.127385899,0.5541278497,0.5718949329,2.6841700441,1.9899399556,2.2378923956,-0.8721253575,-0.968690066,-2.0738721914,1.419851062,-0.7925956774,0.2442170126,-1.5933189977,-0.3247238477,3
-487.0962403993,38.1855521063,-30.0843009936,4.424686675,-6.4217662896,-16.4755098458,-7.7145081254,-13.2145693366,-7.4247411155,-3.3628762648,-11.1558609761,-0.3720323827,-9.2492548041,-3.0704419719,-1.2450110224,-7.2512452814,0.5634645181,2.3694235304,-0.6413643283,1.1698863035,0.7075027679,-2.0061513818,-2.3004446527,0.6223281279,-1.7392938921,0.1169360993,-2.6044742659,1.6944672201,-0.3343386551,3.3989656194,1.5351962658,5.1337360738,4.8893452427,5.9634826494,1.2755843525,2.8772825223,1.694623542,2.61496194,2.9576367868,2.1932323652,0.363828583,0.711684333,-1.7366734439,-0.3896608138,-1.7004188185,0.5772264239,-2.5022560429,-1.8939167521,-0.6681737798,1.1644345592,3
-597.2070284998,48.0713757731,-15.2826764574,7.8027527847,-4.3444315235,-6.5560095189,-6.9153806403,-12.5638461516,-5.3183972169,-0.3150547531,-7.8246380104,-1.584397041,-7.8608565957,-2.2223067809,-3.8130239368,-6.7101815283,-2.5478904804,-2.8954260651,-4.0382753074,-0.3682999478,-0.0601453171,-3.0864736405,-3.425076293,-1.7107921093,-2.4478145669,0.3742671562,0.3529650939,3.7365776996,0.131329529,3.3235875786,0.2251006191,0.7297269194,-0.3515539747,1.9450687954,1.4244645853,4.7751596503,0.9368053389,-1.3064386657,-1.9153915756,0.2537426663,1.491891667,0.9892359424,-2.088498934,-1.8643220271,-2.8281932824,0.4997840222,-1.3742985283,-0.4124480528,-2.8606131996,-1.3642750207,3
-487.4208689325,34.5709386199,-29.3946775158,5.4750886061,-8.0577313421,-16.2106326043,-5.7548836971,-14.8171149313,-6.5634923106,-4.7728553607,-11.9934546122,-1.1432389968,-10.8642619747,-3.468196928,-3.1212744616,-7.9089038302,-2.4204375334,1.0999617051,-0.9813177305,1.0229752824,0.3545895618,-3.1242064418,-1.8709327102,0.8529631879,-1.1924747578,1.2743037337,-2.2728146854,2.8181888796,1.6264112783,5.2961001549,2.022954194,3.0543436969,1.4315496292,3.0851368568,0.5860481356,3.1679147891,1.5099441444,1.3139883748,0.420207076,0.540624522,-1.1906828943,1.8234109362,-0.1115833669,0.1173810829,-2.5732687304,-1.12814778,-2.6623295812,-0.5072516427,-0.1610619889,-1.0362319859,3
-541.0252715351,38.3079805536,-22.2500750346,3.2322355515,-6.3812089634,-12.9815923104,-8.4480939735,-13.4157726313,-8.613140719,-3.3945241115,-12.4132845703,-1.8128172711,-10.0976395596,-4.2058086291,-2.6117816669,-8.9709766173,-1.5583451077,-0.038460491,-2.3951546074,0.3868986126,1.2116348469,-2.8676146788,-3.4415562679,1.1524492225,-0.8067142962,1.9472152102,-0.7800434101,2.8232978976,1.1577561211,2.591671981,2.4882936852,4.6962263967,6.2595107107,6.2835079803,2.6152637727,4.6153178022,2.1984398943,2.6497186986,1.8276558718,2.3876437443,0.4698890393,-0.0269458464,-1.4186686626,0.4388335384,-1.5019214473,-0.435411334,-2.3201311436,-0.8471732474,-0.6834938428,-0.1579841136,3
-603.1594600303,61.8374966771,-13.0555948995,6.918951575,4.1330417654,-7.0095902551,-2.1573347788,-6.8694077111,-10.6261153311,2.3438848372,-5.2603033474,1.7201295677,-5.2311004688,-5.0760505259,0.3299682877,-2.1500508016,-8.1042638137,0.6572669493,-4.1670297281,-1.3414349157,-2.4690600472,3.0581685492,-1.4783331183,1.6799892494,-0.131171237,2.1398405619,1.7122386484,3.0751897757,3.0027552952,4.7232535877,4.7013977056,4.4175408356,1.3039549215,3.9745789774,4.3019162578,4.7391505501,2.8581181462,4.6039244049,4.1678062057,3.8876404016,1.0955023969,1.2520193997,-0.7293158476,2.5236693634,3.0261363154,2.8500465461,1.2779399953,2.4988839341,1.3355806374,1.4678996644,3
-548.3606759332,42.9274814513,-17.9834337095,2.0857832374,0.6437440735,-10.6099738824,-6.3544274747,-10.4523290173,-12.7530925025,1.5324735296,-8.6799630193,-4.1207585896,-5.9641056554,-7.733208847,-1.4434733799,-5.147678628,-10.3167404559,-2.2574808383,-4.3503725566,-4.7213080158,-1.6975764681,2.5087583459,2.2713187696,6.3520334717,7.9459795872,9.0624552702,6.8597094624,7.2217661298,2.9156277879,4.8884735273,2.2094484513,2.8791717549,0.3020850639,3.2336211531,1.4926891034,1.837620115,-0.8530277682,0.7646297198,0.9432937267,0.9191932226,-1.7559076483,0.4949389518,0.3953648086,3.4435398996,1.1776921635,0.3982527187,-0.3906759493,2.8201818831,0.1471206275,0.2770102777,3
-605.5029752842,58.2497281591,-19.5828566309,7.2268132414,1.4722445352,-8.565003353,-2.830728306,-10.3652697907,-10.1185119199,1.4577232645,-6.5105859104,-0.3669607906,-7.5830282497,-6.3973660516,0.3229534435,-4.8302163178,-9.6415132293,-1.5562578942,-4.7335402123,-2.6506782577,-2.9174109414,3.4267234483,-1.7967367509,2.6580629309,-0.9903362528,1.2973950924,-0.1307515393,1.8628289606,0.767527396,4.7713485187,5.0356028875,6.5728524973,5.7893097763,8.0059472973,7.3909823945,6.5326253031,2.3587025224,1.5183446966,-0.3490020399,1.5871486053,0.7542811467,1.784861507,-0.0272307459,1.8183236546,2.1570463949,2.4777457262,0.9297969965,2.9134936625,0.3884063929,0.2830019443,3
-470.0244995893,31.7040351644,-28.8438928585,-8.3787646142,-3.1592567437,-17.8386960883,-9.8837271263,-9.2232505985,-15.2883533823,0.6387718251,-9.1903461694,-3.73213905,-3.7006209407,-3.5626638684,4.9269527646,5.1962387251,4.1409692686,10.8797096558,3.1217673904,1.5701673621,1.8074983787,3.8434104367,-0.3099492358,0.4074589234,0.0394591017,0.23256584,2.4440406025,2.7750800931,2.6819180841,7.3539574792,6.921229526,8.3592815395,2.1937778908,3.1726736513,1.4962481806,3.321380847,0.1354469958,2.7843840408,1.8826529499,2.3097625144,-3.0397794059,0.7270990399,3.0175043233,2.548516477,-1.312516454,1.1126831366,0.2121819705,1.0802440911,-0.2196000435,0.6738464605,3
-476.0306322418,38.8293378203,-20.7096761219,1.7968108338,0.3671996293,-10.997788853,-3.1980824821,-2.3370277501,-8.2888343273,3.981423257,-3.6427055317,1.8073495827,-2.9984506579,-1.9282572844,3.7165705303,2.2949531618,1.1218840882,8.3158214591,5.9451947091,8.1887740817,8.3060214988,7.7716557812,1.5829330577,5.8906953816,3.6968047455,5.2729953798,6.8931206217,5.7579609261,4.8129927966,4.875108336,2.8701095363,4.7373822303,1.4177818038,3.7537114722,2.4228726763,4.1195554221,2.9409811892,4.6212518965,1.0764754544,3.8321702186,1.4511169276,0.8787464519,-0.0495523393,1.3638514728,0.2098342725,0.0533020014,-0.4907035772,1.6495224656,-0.4444482337,0.9911774863,3
-478.3882268084,38.6058924403,-18.5628360422,3.5597288316,2.3600532213,-9.688768909,-3.3646923176,-1.4122026206,-8.6443590962,4.1543855454,-3.9724949099,1.9004999101,-1.9265237187,-4.2341228319,1.1055701368,-0.3533737158,-3.3859583613,8.0981945321,4.8972770884,10.3073364834,10.9569676059,10.7682366014,4.8707069855,6.9832692079,3.2167232288,3.1248144652,4.5098219717,3.5161770586,4.8063566162,4.3766357626,1.9497735453,4.7446097941,2.9557978815,5.1647593708,3.1667948702,3.9341914934,3.2552709201,4.6862321057,1.5120758963,3.2668423911,1.4503842047,2.0270437417,0.5966936399,1.1957947056,0.0618311807,0.4105599648,0.2855614069,1.4707680483,-1.08955383,0.0963136181,3
-595.751629787,45.4038605098,-12.0844682115,5.2496181088,0.7730349305,-10.0932876559,-6.9313450857,-15.1070553057,-13.0655206363,-2.9148256198,-10.9523846579,-0.1316500776,-11.7930117775,-7.4383474817,-2.8935570484,-6.9806486419,-10.8901021535,-4.0385292951,-7.1795634484,-6.8097248538,-6.7669903261,-1.3938405692,-4.1194044959,-1.7035130672,-0.9805336719,-0.3537034727,-0.1169765192,-0.2612639916,-1.4828212332,2.9577911486,6.1066921356,5.7644146014,2.4768427506,1.7458208974,0.5303666002,2.8750332894,1.3420468154,2.9369235902,0.7258297027,-0.5945477219,-1.5258470622,1.4935010448,-0.9430444296,-0.2539557995,-0.9083113288,0.9521729115,0.8204191659,1.5329174978,-0.3634992216,0.7062989246,3
-591.4592457476,52.586489511,-14.1854868402,5.2571696991,3.0528499486,-11.4849100068,-7.4228904138,-13.8982147884,-13.4409087873,-0.0313603935,-10.3917549738,-0.529578178,-8.4103232856,-7.602306942,-0.7995405564,-5.4500258702,-10.7950497657,-1.1406900698,-4.988143641,-4.087951276,-6.7365180882,-0.4399661331,-5.6091722168,-3.3641032058,-4.363412596,-0.7645961825,-0.0548708254,2.8877363279,2.7018199789,4.5672212672,4.1213556261,2.3606261337,0.0118349964,1.1179369551,0.7867146073,4.0213187163,3.1949048202,6.8057501055,3.7409066489,1.6844578042,-2.1299165845,-0.3035961922,-0.9397875285,1.1632116425,0.1835142035,0.4308071037,-2.3131331179,-0.7248485327,-1.3096845879,0.337108624,3
-412.8905346531,10.5230124298,-25.9162468917,-7.7032353591,-8.2684439923,-8.8776425157,-10.1082228376,-7.0754320955,-12.6602736582,0.6458903614,-7.4212571331,-5.4940446768,-2.085810667,6.4062380419,8.8962222764,12.8597155876,9.4723629337,6.2017456688,-1.9642211538,0.0033640876,-4.4243392769,-2.4428061701,-6.9449187284,-1.3372717415,-1.1351077281,-0.1087893049,1.5737376474,2.6252087579,1.7438537002,0.5653065746,-2.8402713982,-0.9886047171,3.049650893,1.3747352895,-0.8232053774,1.858063122,0.8640113403,-1.2924868267,0.0148558459,2.7617980387,-0.3953827064,-0.7708922193,1.0094558596,0.9356313479,-0.613409635,0.6187397849,-0.9119512273,-1.2336690469,-0.6780175514,1.2734240295,3
-469.5367994958,19.9315162189,-34.5252426589,-3.6026911495,-6.2182016995,-11.4623568883,-14.360048083,-8.7109614017,-16.0215599034,0.9573647924,-5.1553794556,-8.5503699105,-2.4719295026,7.7389099065,4.0071905759,10.8864944878,7.9540137552,9.4453607787,-0.2573581443,-1.8155565344,-3.1578020084,2.201550835,-4.9254533752,-0.375151656,-4.0139888354,-1.933987118,0.2868118244,1.9878583488,-0.901067944,2.5425202865,2.9336876479,2.6360645461,0.4888967362,0.2029644545,0.980729082,0.8902114487,0.4307183957,1.9942899238,-1.0382735916,-0.5663084733,-1.3919298174,2.2454355245,-0.170239823,0.8289608355,0.5292383825,1.3968591555,-1.5981628149,-0.3208362244,0.543412403,0.3313217004,3
-671.9521453695,50.6067028701,-6.1373451587,4.6250709123,2.1040445537,-5.2470592934,-3.1566748064,-14.3592668736,-9.477822958,-3.671336558,-6.577198519,-3.7350442516,-8.0999533322,-1.1989043514,-2.1239918988,-6.3335992416,-8.0455738016,-3.4719756487,-6.8013514515,-6.0988488154,-6.9829144562,-2.5773576852,-7.1302742508,-1.1444950214,-3.6669602584,-1.6975241062,-2.8845970542,2.4852347171,-0.4525289718,3.18836509,0.536371662,-0.1921535186,-0.6061092259,1.6483427405,2.0779483585,3.2949545244,2.4524077015,3.569782334,0.1694086123,2.7297761439,0.5742749031,2.4801009761,1.0052300321,3.3875565577,0.5386842268,2.0415067963,-0.0199309768,0.030090809,-0.2720900616,0.2554566959,3
-626.3376053253,42.919898819,-12.6172848794,2.9344312332,1.7265697151,-10.0675912074,-6.2330234126,-16.1594978279,-8.9571936053,-0.5306950133,-4.7218663576,-6.1245853605,-8.0741330968,-0.3742193389,-2.3589910108,-6.5091763926,-6.1234854536,-2.694244447,-6.7335150231,-2.9235101752,-5.0298970088,-2.9247765687,-5.2291630158,4.5457441821,4.6874000302,7.6770666048,5.6221831294,5.6166476883,1.1871402423,3.6760768991,-1.269536791,2.1563150417,0.5881215634,2.0332683972,-0.2589994454,2.8685475555,0.8375521045,1.8730327147,-1.8767854358,-1.0479890221,-2.1645211163,0.1949302069,-0.9671599072,-0.3120936445,-1.4592176393,-0.2152749686,-1.985524581,0.2466885627,0.0233477325,1.408733748,3
-433.5881550225,22.8610369201,-22.2469135258,-3.3883940046,-6.3310668107,-5.5741832247,-8.1234342888,-4.8956985605,-13.2924657845,-0.8914566416,-7.2951151883,-6.3034473162,-1.8470232716,8.7144700542,6.1646384961,8.9966731,5.2472706268,5.6053415277,-0.318329051,1.3904534039,-0.2193520113,2.1252934368,-3.9049748486,-2.4418950044,-2.0104215801,1.6006642629,2.2027260464,1.5125442653,1.921345102,2.934536151,-0.1343191126,0.4221058974,0.5818407193,0.6684892872,0.9923445554,0.123191058,-1.1612637008,0.9617508204,0.1725424938,0.7996724472,-0.8246245889,0.4468101151,0.51991108,0.8480422458,0.1505654692,0.3191861803,-0.8340646475,-1.1876342978,-0.125742682,0.9145256277,3
-414.4583396203,13.4966650041,-23.4487054634,-6.8321882795,-7.8134377708,-7.3938028714,-7.9270207453,-4.3465361225,-13.876284888,-2.053048242,-6.8597583051,-4.8941492857,-1.0103125797,8.6054822233,10.4693832145,12.4542726423,5.620352013,3.1841859498,-1.169876016,1.689517994,0.2805345025,-0.1851499719,-7.9428943085,-2.2479303139,-0.5369254986,1.8645912184,1.7820815615,1.8256653702,2.7802912184,2.9735399312,-0.7079735921,-1.6969697339,0.9281628915,0.5839019242,-1.1781128895,0.2452253309,-0.5933831804,0.9629889317,0.7011468088,2.1048947844,-0.2337586704,-0.3806359619,0.40109303,0.8611630707,1.0579283394,0.8682495096,-1.1008102048,-0.2597703917,-0.3675575828,0.1690793379,3
-652.1342894855,43.0213486684,-2.999614641,3.6797996656,0.5718246179,-10.744507673,-5.13329102,-13.3998549263,-9.452050147,-3.5534241532,-6.8810482331,-5.9935359718,-8.8727905149,-2.426838746,-3.9623165021,-6.6997001808,-7.7621500499,-4.4535879395,-7.3820151463,-4.8421454905,-7.6416927152,-1.8100387162,-3.8833910283,3.2779940994,-0.3196593834,3.0927223713,1.6415271181,3.3733883107,1.6965215272,5.9848905297,2.4101654202,2.5634739762,-0.382800274,-0.4657321077,-1.471004694,1.1668625827,-0.0849763125,1.2842518846,-2.022797666,0.243119769,-2.5820139087,1.2529294084,1.5315647536,2.1586993331,0.3429409268,0.7241183079,-0.3269660321,-0.1890801843,-0.85747672,0.0030780543,3
-633.3425123157,45.9524359494,-9.2443343754,0.8037921823,1.1305354009,-7.1068268531,-1.8767366008,-13.2628091051,-9.4610536125,-4.9115109775,-6.7078232603,-4.0977703299,-7.3508735594,-2.5666762969,-3.0153430632,-5.924266118,-8.6400961653,-4.7060130669,-6.2088130697,-3.7799545399,-5.070882615,-0.8765172435,-4.0202328412,3.0089531484,-1.0184122697,1.2097286187,-0.987005654,1.5844017381,0.8882098538,5.3114869793,0.9824893116,2.4258933589,0.5492064914,2.839624579,0.9362074297,2.1854460725,-1.3308659474,0.2638744156,-1.2083811441,1.0823664246,-0.5997057832,0.1429110877,0.5270945896,3.655520624,1.5747527058,0.6376110507,-1.3109053971,-0.650780764,-1.0323420626,0.2720119652,3
-501.5010865307,46.7945273817,-11.5444150616,1.9300318245,4.8432093722,-7.9740972677,-4.3404613412,-12.3934516424,-9.0911402976,-1.292735121,-5.2843933412,-4.8898085141,-3.3633614245,-4.2716975244,-3.8537957773,-1.6541200837,-4.5747059679,-0.7507406518,-5.0907457093,1.7894797305,-6.2156788908,1.2026495427,0.0120808305,-0.5035584365,-0.5388981423,1.8109006441,0.0705683934,3.8893326277,3.6731344081,4.8767967266,1.4996137114,5.5204602217,3.980872096,4.9551139872,2.252508931,0.5200761934,0.75866272,0.686225452,2.7261550029,3.1836102182,0.7471897667,0.5759254189,-1.7647368805,0.8917691857,-0.0637128185,0.5760431402,-1.884933002,-0.980939329,-0.7101872256,-0.2767482967,3
-351.5443790961,23.8736019225,-23.5685042594,-2.2910636192,-4.7341432057,-14.9966557996,-11.8251917229,-13.6355793721,-18.3137888883,-3.1220304636,-9.3249002727,-13.5519383269,-2.6008905212,2.8826125102,5.67189129,14.8120859677,3.2817208746,5.7073720684,-0.9490428863,-4.3306098978,-4.1894869325,4.3591150433,-1.9767372842,-3.7733196918,-4.7047659933,0.010807443,1.129098037,2.5646277931,-0.4718274936,3.4843446018,2.2809531639,1.085791655,-4.4273988274,-0.773815317,-1.2477508699,0.6012982062,-2.6903482925,-0.1075924102,-1.0852207502,-1.6952667331,-1.6057730875,2.0239449383,0.735730002,-0.724562344,-0.5308221083,0.8221198448,-0.0362673352,-1.1479030798,-0.1488151801,-0.8886299606,3
-513.7163670262,53.4156246533,-9.9729352667,4.7817507822,-1.0136222536,-13.6776724063,-8.4774846467,-18.0242560931,-11.96556125,1.6792327562,-8.8815361962,-7.4691842109,-0.3893840836,-5.6378409735,-4.7490310139,0.3099440213,-4.9113425912,-1.5232161101,-1.9636494521,2.8416398678,-4.5260767202,5.9434334576,3.8109190902,7.8058252336,7.1976282658,6.4526974997,5.3655730862,3.099151872,1.4451093685,2.0590381913,-2.1352045191,4.3067849491,0.4190397097,3.6026387083,0.6680768996,4.7214663788,1.4792396531,1.232780574,-0.9466309879,0.6545780222,-0.9447939351,0.8320447559,-1.9477757286,-1.6262188608,-0.3697028162,1.2627405902,-1.1197017142,-0.1868490509,-1.538008088,0.746661144,3
-514.0976467101,43.4298410542,-20.0909394381,3.821538872,2.2819402092,-10.5716932789,-11.5638774213,-19.5798042996,-7.2504297875,0.2963472111,-9.2381909517,-8.6825726219,0.8239669256,-6.7186186023,-0.8336536903,3.4112831349,-7.2416095027,2.6801196821,6.4363114952,4.8715942127,2.3302466319,6.3489839393,4.9647873223,8.5147036352,4.563268696,6.1067900281,0.4667334608,0.6329359166,0.2724565907,2.2589506243,-1.3031589917,-0.6010230978,-2.8484678807,1.0858456635,2.7021805719,3.8233361758,2.1835452174,2.0871789579,0.5631856651,1.2475958444,-3.534806877,-0.8213382419,-0.3893699731,0.5919088316,-1.8150585698,-0.0447752027,-0.9011398071,-0.7621456943,-0.4021230308,-0.1084688857,3
-365.0096123956,29.8259286178,-31.0200258163,-2.1375811386,-0.3137748922,-17.115452973,-11.7071753039,-14.1853784726,-21.2162981358,0.5051659922,-11.2824449971,-11.5064976898,-2.4605218424,-1.2171555519,-1.1178047727,8.3957149421,-0.7477843728,6.3416662638,8.5693428126,3.3051661557,0.9836498905,5.6039511269,1.9670067808,2.1978248575,-1.2610790843,2.2155917005,-1.7073853212,-0.1173765373,-0.7989920597,-0.9738036531,-1.0303148166,0.646605662,-0.9931556825,-1.7273715002,-1.2872388813,1.3656839697,-1.6230002608,1.4057007356,-0.0390568693,-0.4257052633,0.2718622438,-0.0288551453,1.1271723485,0.4887624469,-1.6558856085,-0.2873929127,-0.8438112792,0.3670844152,-0.8761731908,1.2231676332,3
-372.4391026639,37.8303891004,-29.9429592721,-3.2711010844,-2.0092124612,-20.8761984164,-12.0619586216,-16.6619648366,-20.9695058725,0.9364725846,-11.2295464214,-13.1700991894,-2.7292181585,-6.1850689244,-4.9736249242,7.0599045253,-0.6227197707,8.565247432,8.5127658241,6.9338168848,-1.4955319666,3.9065274734,-1.3496737235,-1.7117171365,-2.729278753,-1.2806524243,-1.5097147297,-0.9714217479,-3.2645985648,1.0863588464,-3.3916314374,3.8302575704,-1.411882299,0.6201556472,1.9656814646,2.1807426186,1.6568255807,1.7117703971,2.0175093054,1.0705090524,-1.7421023966,-0.8347457115,-0.0986653625,0.4537205325,-2.3635570365,-0.3154565047,-0.9382945238,-1.4453341423,-0.6221460293,1.1863992062,3
-497.3361858455,46.1012434474,-9.267961655,2.3582171459,3.4021597862,-9.3576514123,-7.6935175142,-13.6117953982,-10.7907739751,-0.0702550855,-6.7005844538,-8.5370403301,-2.2393130431,-5.2048073699,-4.546061532,0.1726722394,-7.3911323192,-3.5823215264,-5.5742828619,-0.6269056692,-2.7978716041,7.2652382478,5.4568643671,9.0577206559,5.8025556096,4.8704505398,1.3627457852,0.5615370806,2.7693309399,2.5219036545,-0.8234907471,2.3888618203,-1.4509047745,1.3167152221,-0.8691642893,1.2067759271,-1.1969323976,0.1422663948,-0.3530569109,-0.0972469283,-2.1180179005,0.4176594771,0.1487278839,0.954611386,-1.684993892,-0.3154107493,-1.0587896717,0.0736775629,-1.4916332469,-1.349412815,3
-395.0397914652,34.5784722383,-25.3891261345,-2.5722007499,1.8604959765,-15.6264843175,-13.0445839706,-15.8800956143,-17.9291437956,0.1187964087,-8.8805943666,-12.9140544952,-2.2588474912,-0.3485627427,0.5651645917,10.9731526145,3.2490722322,9.9921304191,3.4194228121,1.5837721238,-7.7843794459,2.4172985147,-0.3209281519,-2.0070907469,-2.4824112091,-2.7342226948,-1.3202064532,1.8218373985,0.8204630362,3.0297417817,-0.1397905749,5.0051020997,0.9378199152,2.6617056175,1.5206720255,-0.2758294256,-1.0292774411,0.2778402201,-2.3350905663,-1.2125847661,-2.4671580465,-1.4603708376,-1.1652162755,0.7025294353,-2.3856126868,-0.783657225,-0.2212481549,0.0774908115,0.113051895,0.7015640893,3
-449.2619526165,13.685227165,-38.3911444399,-3.0968643046,-8.9523363659,-23.9661487354,-7.7552981027,-16.9754934491,-7.5845914054,-0.3155571802,-12.74726144,5.0541754516,-2.0331252258,8.1313078112,5.6104429717,2.8431885491,7.3518447692,6.0324690814,0.4756768867,1.7806202972,-1.4241712282,0.3867504167,-1.3444613001,1.9344719496,-3.7292720178,-1.5791094346,-1.7177486089,0.4126549486,-1.8297431653,1.0479343266,-0.84879514,2.5226933586,-0.0030205975,1.0239039707,-0.2599426805,1.6474309765,0.1047833795,1.0950765286,-1.0563670098,0.2231481995,-0.4433211188,1.5616310493,-1.2486500582,-0.0543828084,-0.8981232734,-0.4122872783,-0.6356242865,-0.3829462137,-2.0589738349,0.4301022665,3
